,Unnamed: 0,Date,Bulletin,Obs Code,Residual RA,Residual Dec,Diagonal Residual
10870,10870,6/26/2022,2022-M79 ,654,0.1,0.1,0.01
10873,10873,6/26/2022,2022-M79 ,654,0.0,0.0,0.0
10876,10876,6/26/2022,2022-M79 ,654,0.0,0.0,0.0
10879,10879,6/26/2022,2022-M79 ,654,0.1,0.1,0.01
10882,10882,6/26/2022,2022-M79 ,654,0.1,0.1,0.01
10888,10888,6/26/2022,2022-M80 ,654,0.2,0.6,0.2
10891,10891,6/26/2022,2022-M80 ,654,0.1,0.3,0.05
10894,10894,6/26/2022,2022-M80 ,654,0.0,0.1,0.005
10897,10897,6/26/2022,2022-M80 ,654,0.2,0.1,0.025
10899,10899,6/28/2022,2022-M89 ,654,0.1,0.0,0.005
10900,10900,6/28/2022,2022-M89 ,654,0.0,0.0,0.0
10902,10902,6/28/2022,2022-M89 ,654,0.1,0.0,0.005
10903,10903,6/28/2022,2022-M89 ,654,0.1,0.0,0.005
10905,10905,6/28/2022,2022-M89 ,654,0.1,0.0,0.005
10917,10917,6/28/2022,2022-M89 ,654,0.3,0.3,0.09
10930,10930,6/28/2022,2022-M90 ,654,0.1,0.1,0.01
10933,10933,6/28/2022,2022-M90 ,654,0.1,0.0,0.005
10936,10936,6/28/2022,2022-M90 ,654,0.1,0.1,0.01
10949,10949,6/28/2022,2022-M91 ,654,0.0,0.0,0.0
10952,10952,6/28/2022,2022-M91 ,654,0.0,0.0,0.0
10955,10955,6/28/2022,2022-M91 ,654,0.0,0.1,0.005
10965,10965,6/28/2022,2022-M91 ,654,0.1,0.1,0.01
10968,10968,6/28/2022,2022-M91 ,654,0.1,0.2,0.025
10971,10971,6/28/2022,2022-M91 ,654,0.1,0.0,0.005
10984,10984,6/28/2022,2022-M95 ,654,0.0,0.1,0.005
10987,10987,6/28/2022,2022-M95 ,654,0.0,0.0,0.0
10990,10990,6/28/2022,2022-M95 ,654,0.1,0.0,0.005
10993,10993,6/28/2022,2022-M95 ,654,0.0,0.0,0.0
11007,11007,6/30/2022,2022-M106,654,0.0,0.2,0.02
11010,11010,6/30/2022,2022-M106,654,0.1,0.2,0.025
11013,11013,6/30/2022,2022-M106,654,0.0,0.1,0.005
11047,11047,6/30/2022,2022-M107,654,0.2,0.2,0.04
11050,11050,6/30/2022,2022-M107,654,0.1,0.2,0.025
11053,11053,6/30/2022,2022-M107,654,0.0,0.3,0.045
11069,11069,6/30/2022,2022-M110,654,0.2,0.1,0.025
11072,11072,6/30/2022,2022-M110,654,0.1,0.3,0.05
11080,11080,6/30/2022,2022-M110,654,0.1,0.0,0.005
11082,11082,6/30/2022,2022-M110,654,0.3,0.4,0.125
11105,11105,7/1/2022,2022-N04 ,654,0.0,0.1,0.005
11108,11108,7/1/2022,2022-N04 ,654,0.1,0.1,0.01
11123,11123,7/1/2022,2022-N06 ,654,0.0,0.1,0.005
11126,11126,7/1/2022,2022-N06 ,654,0.1,0.1,0.01
11143,11143,7/1/2022,2022-N06 ,654,0.0,0.2,0.02
11162,11162,7/1/2022,2022-N08 ,654,0.1,0.0,0.005
11165,11165,7/1/2022,2022-N08 ,654,0.0,0.0,0.0
11180,11180,7/1/2022,2022-N08 ,654,0.3,0.0,0.045
11182,11182,7/1/2022,2022-N09 ,654,0.0,0.1,0.005
11185,11185,7/1/2022,2022-N09 ,654,0.0,0.1,0.005
11188,11188,7/1/2022,2022-N09 ,654,0.1,0.2,0.025
11191,11191,7/1/2022,2022-N09 ,654,0.4,0.0,0.08
11216,11216,7/5/2022,2022-N28 ,654,0.1,0.1,0.01
11219,11219,7/5/2022,2022-N28 ,654,0.2,0.0,0.02
11242,11242,7/5/2022,2022-N28 ,654,0.3,0.1,0.05
11264,11264,7/5/2022,2022-N29 ,654,0.1,0.1,0.01
11267,11267,7/5/2022,2022-N29 ,654,0.0,0.1,0.005
11270,11270,7/5/2022,2022-N29 ,654,0.0,0.2,0.02
11279,11279,7/5/2022,2022-N31 ,654,0.1,0.3,0.05
11282,11282,7/5/2022,2022-N31 ,654,0.0,0.1,0.005
11285,11285,7/5/2022,2022-N31 ,654,0.2,0.1,0.025
11290,11290,7/5/2022,2022-N34 ,654,0.1,0.2,0.025
11307,11307,7/5/2022,2022-N34 ,654,0.1,0.1,0.01
11310,11310,7/5/2022,2022-N35 ,654,0.1,0.1,0.01
11325,11325,7/5/2022,2022-N35 ,654,0.1,0.1,0.01
11328,11328,7/5/2022,2022-N35 ,654,0.3,0.0,0.045
11346,11346,7/8/2022,2022-N55 ,654,0.0,0.1,0.005
11349,11349,7/8/2022,2022-N55 ,654,0.1,0.1,0.01
11357,11357,7/10/2022,2022-N72 ,654,0.1,0.0,0.005
11360,11360,7/10/2022,2022-N72 ,654,0.1,0.0,0.005
11378,11378,7/10/2022,2022-N72 ,654,0.1,0.0,0.005
11449,11449,7/10/2022,2022-N77 ,654,0.1,0.3,0.05
11452,11452,7/10/2022,2022-N77 ,654,0.4,0.2,0.1
11472,11472,7/22/2022,2022-O27 ,654,0.2,0.1,0.025
11484,11484,7/22/2022,2022-O27 ,654,0.2,0.2,0.04
11487,11487,7/22/2022,2022-O27 ,654,0.3,0.2,0.065
11542,11542,7/24/2022,2022-O39 ,654,0.0,0.0,0.0
11545,11545,7/24/2022,2022-O39 ,654,0.0,0.0,0.0
11548,11548,7/24/2022,2022-O39 ,654,0.1,0.0,0.005
11557,11557,7/26/2022,2022-O51 ,654,0.0,0.1,0.005
11560,11560,7/26/2022,2022-O51 ,654,0.0,0.1,0.005
11563,11563,7/26/2022,2022-O51 ,654,0.0,0.0,0.0
11576,11576,7/26/2022,2022-O54 ,654,0.0,0.0,0.0
11579,11579,7/26/2022,2022-O54 ,654,0.0,0.0,0.0
11582,11582,7/26/2022,2022-O54 ,654,0.0,0.0,0.0
11589,11589,7/27/2022,2022-O61 ,654,0.1,0.1,0.01
11592,11592,7/27/2022,2022-O61 ,654,0.1,0.0,0.005
11600,11600,7/27/2022,2022-O61 ,654,0.1,0.0,0.005
11603,11603,7/27/2022,2022-O61 ,654,0.2,0.0,0.02
11609,11609,7/27/2022,2022-O68 ,654,0.3,0.2,0.065
11612,11612,7/27/2022,2022-O68 ,654,0.1,0.0,0.005
11614,11614,7/27/2022,2022-O68 ,654,0.3,0.1,0.05
11617,11617,7/27/2022,2022-O72 ,654,0.1,0.2,0.025
11620,11620,7/27/2022,2022-O72 ,654,0.0,0.0,0.0
11634,11634,7/27/2022,2022-O72 ,654,0.1,0.1,0.01
11637,11637,7/27/2022,2022-O72 ,654,0.2,0.0,0.02
11645,11645,7/27/2022,2022-O73 ,654,0.1,0.1,0.01
11648,11648,7/27/2022,2022-O73 ,654,0.0,0.1,0.005
11651,11651,7/27/2022,2022-O73 ,654,0.0,0.0,0.0
11654,11654,7/27/2022,2022-O73 ,654,0.0,0.1,0.005
11657,11657,7/27/2022,2022-O73 ,654,0.0,0.1,0.005
11660,11660,7/27/2022,2022-O73 ,654,0.0,0.0,0.0
11662,11662,7/27/2022,2022-O73 ,654,0.1,0.1,0.01
11664,11664,7/27/2022,2022-O73 ,654,0.1,0.1,0.01
11667,11667,7/27/2022,2022-O75 ,654,0.0,0.1,0.005
11675,11675,7/27/2022,2022-O75 ,654,0.0,0.1,0.005
11678,11678,7/27/2022,2022-O75 ,654,0.1,0.0,0.005
11720,11720,7/30/2022,2022-O108,654,0.0,0.2,0.02
11726,11726,7/30/2022,2022-O108,654,0.0,0.1,0.005
11765,11765,7/31/2022,2022-O112,654,0.5,0.5,0.25
11768,11768,7/31/2022,2022-O112,654,0.2,0.1,0.025
11771,11771,7/31/2022,2022-O112,654,0.1,0.1,0.01
11775,11775,7/31/2022,2022-O115,654,0.1,0.1,0.01
11778,11778,7/31/2022,2022-O115,654,0.0,0.1,0.005
11781,11781,7/31/2022,2022-O115,654,0.0,0.2,0.02
11798,11798,7/31/2022,2022-O115,654,0.0,0.4,0.08
11801,11801,7/31/2022,2022-O115,654,0.1,0.2,0.025
11803,11803,7/31/2022,2022-O115,654,0.3,0.0,0.045
11814,11814,8/1/2022,2022-P15 ,654,0.2,0.1,0.025
11817,11817,8/1/2022,2022-P15 ,654,0.5,0.1,0.13
11842,11842,8/3/2022,2022-P55 ,654,0.0,0.0,0.0
11845,11845,8/3/2022,2022-P55 ,654,0.2,0.3,0.065
11848,11848,8/3/2022,2022-P55 ,654,0.1,0.2,0.025
11908,11908,8/17/2022,2022-Q15 ,654,0.0,0.0,0.0
11911,11911,8/17/2022,2022-Q15 ,654,0.0,0.0,0.0
11914,11914,8/17/2022,2022-Q15 ,654,0.1,0.1,0.01
11917,11917,8/17/2022,2022-Q15 ,654,0.1,0.0,0.005
11920,11920,8/18/2022,2022-Q20 ,654,0.2,0.1,0.025
11923,11923,8/18/2022,2022-Q20 ,654,0.2,0.1,0.025
11926,11926,8/18/2022,2022-Q20 ,654,0.3,0.1,0.05
11934,11934,8/18/2022,2022-Q20 ,654,0.1,0.1,0.01
11949,11949,8/18/2022,2022-Q23 ,654,0.4,0.0,0.08
11952,11952,8/18/2022,2022-Q23 ,654,0.4,0.1,0.085
11955,11955,8/18/2022,2022-Q23 ,654,0.0,0.1,0.005
11957,11957,8/18/2022,2022-Q23 ,654,0.1,0.1,0.01
11960,11960,8/18/2022,2022-Q24 ,654,0.0,0.0,0.0
11963,11963,8/18/2022,2022-Q24 ,654,0.1,0.2,0.025
11966,11966,8/18/2022,2022-Q24 ,654,0.1,0.3,0.05
11969,11969,8/18/2022,2022-Q24 ,654,0.0,0.0,0.0
11986,11986,8/20/2022,2022-Q36 ,654,0.1,0.3,0.05
11989,11989,8/20/2022,2022-Q36 ,654,0.1,0.2,0.025
11992,11992,8/20/2022,2022-Q36 ,654,0.2,0.2,0.04
12010,12010,8/20/2022,2022-Q37 ,654,0.1,0.1,0.01
12013,12013,8/20/2022,2022-Q37 ,654,0.0,0.1,0.005
12016,12016,8/20/2022,2022-Q37 ,654,0.0,0.3,0.045
12019,12019,8/20/2022,2022-Q37 ,654,0.0,0.1,0.005
12034,12034,8/21/2022,2022-Q40 ,654,0.2,0.3,0.065
12037,12037,8/21/2022,2022-Q40 ,654,0.3,0.1,0.05
12040,12040,8/21/2022,2022-Q40 ,654,0.1,0.1,0.01
12043,12043,8/21/2022,2022-Q40 ,654,0.1,0.0,0.005
12066,12066,8/21/2022,2022-Q43 ,654,0.0,0.0,0.0
12069,12069,8/21/2022,2022-Q43 ,654,0.1,0.0,0.005
12072,12072,8/21/2022,2022-Q43 ,654,0.2,0.1,0.025
12075,12075,8/21/2022,2022-Q43 ,654,0.2,0.1,0.025
12082,12082,8/21/2022,2022-Q47 ,654,0.2,0.7,0.2649999999999999
12085,12085,8/21/2022,2022-Q47 ,654,0.0,0.0,0.0
12087,12087,8/21/2022,2022-Q47 ,654,0.1,0.1,0.01
12088,12088,8/21/2022,2022-Q47 ,654,0.1,0.1,0.01
12090,12090,8/21/2022,2022-Q47 ,654,0.1,0.1,0.01
12091,12091,8/21/2022,2022-Q47 ,654,0.0,0.3,0.045
12093,12093,8/21/2022,2022-Q47 ,654,0.1,0.1,0.01
12106,12106,8/21/2022,2022-Q50 ,654,0.0,0.1,0.005
12109,12109,8/21/2022,2022-Q50 ,654,0.0,0.1,0.005
12112,12112,8/21/2022,2022-Q50 ,654,0.0,0.0,0.0
12115,12115,8/21/2022,2022-Q50 ,654,0.1,0.2,0.025
12119,12119,8/22/2022,2022-Q51 ,654,0.1,0.0,0.005
12131,12131,8/22/2022,2022-Q51 ,654,0.1,0.0,0.005
12134,12134,8/22/2022,2022-Q51 ,654,0.1,0.1,0.01
12160,12160,8/22/2022,2022-Q52 ,654,0.3,0.0,0.045
12162,12162,8/22/2022,2022-Q52 ,654,0.2,0.1,0.025
12165,12165,8/22/2022,2022-Q52 ,654,0.2,0.1,0.025
12183,12183,8/22/2022,2022-Q62 ,654,0.1,0.1,0.01
12186,12186,8/22/2022,2022-Q62 ,654,0.1,0.3,0.05
12189,12189,8/22/2022,2022-Q62 ,654,0.7,0.1,0.2499999999999999
12192,12192,8/22/2022,2022-Q62 ,654,0.1,0.3,0.05
12202,12202,8/22/2022,2022-Q63 ,654,0.0,0.0,0.0
12220,12220,8/22/2022,2022-Q63 ,654,0.0,0.1,0.005
12223,12223,8/22/2022,2022-Q63 ,654,0.0,0.1,0.005
12236,12236,8/22/2022,2022-Q63 ,654,0.2,0.0,0.02
12239,12239,8/22/2022,2022-Q63 ,654,0.2,0.1,0.025
12242,12242,8/22/2022,2022-Q63 ,654,0.2,0.1,0.025
12245,12245,8/22/2022,2022-Q63 ,654,0.1,0.1,0.01
12251,12251,8/23/2022,2022-Q88 ,654,0.3,0.1,0.05
12254,12254,8/23/2022,2022-Q88 ,654,0.3,0.1,0.05
12257,12257,8/23/2022,2022-Q88 ,654,0.2,0.1,0.025
12260,12260,8/23/2022,2022-Q88 ,654,0.0,0.1,0.005
12263,12263,8/23/2022,2022-Q88 ,654,0.7,0.1,0.2499999999999999
12266,12266,8/23/2022,2022-Q88 ,654,0.4,0.2,0.1
12277,12277,8/23/2022,2022-Q92 ,654,0.3,0.1,0.05
12280,12280,8/23/2022,2022-Q92 ,654,0.4,0.0,0.08
12283,12283,8/23/2022,2022-Q92 ,654,0.1,0.0,0.005
12286,12286,8/23/2022,2022-Q92 ,654,0.2,0.0,0.02
12291,12291,8/23/2022,2022-Q101,654,0.1,0.0,0.005
12294,12294,8/23/2022,2022-Q101,654,0.1,0.0,0.005
12297,12297,8/23/2022,2022-Q101,654,0.1,0.1,0.01
12300,12300,8/23/2022,2022-Q101,654,0.2,0.1,0.025
12314,12314,8/23/2022,2022-Q101,654,0.5,0.7,0.37
12317,12317,8/23/2022,2022-Q101,654,0.1,0.0,0.005
12335,12335,8/24/2022,2022-Q106,654,0.1,0.1,0.01
12338,12338,8/24/2022,2022-Q106,654,0.1,0.1,0.01
12341,12341,8/24/2022,2022-Q106,654,0.2,0.1,0.025
12344,12344,8/24/2022,2022-Q106,654,0.1,0.2,0.025
12347,12347,8/24/2022,2022-Q106,654,0.0,0.1,0.005
12350,12350,8/24/2022,2022-Q106,654,0.1,0.1,0.01
12366,12366,8/24/2022,2022-Q108,654,0.1,0.2,0.025
12369,12369,8/24/2022,2022-Q108,654,0.0,0.1,0.005
12372,12372,8/24/2022,2022-Q108,654,0.1,0.2,0.025
12403,12403,8/24/2022,2022-Q110,654,0.1,0.1,0.01
12406,12406,8/24/2022,2022-Q110,654,0.1,0.1,0.01
12428,12428,8/26/2022,2022-Q133,654,0.3,0.5,0.1699999999999999
12431,12431,8/26/2022,2022-Q133,654,0.1,0.1,0.01
12434,12434,8/26/2022,2022-Q133,654,0.1,0.1,0.01
12437,12437,8/26/2022,2022-Q133,654,0.0,0.4,0.08
12480,12480,8/26/2022,2022-Q134,654,0.0,0.0,0.0
12483,12483,8/26/2022,2022-Q134,654,0.1,0.0,0.005
12486,12486,8/26/2022,2022-Q134,654,0.2,0.1,0.025
12489,12489,8/27/2022,2022-Q135,654,0.2,0.0,0.02
12492,12492,8/27/2022,2022-Q135,654,0.1,0.1,0.01
12495,12495,8/27/2022,2022-Q135,654,0.0,0.1,0.005
12533,12533,8/27/2022,2022-Q136,654,0.1,0.1,0.01
12541,12541,8/27/2022,2022-Q136,654,0.1,0.1,0.01
12544,12544,8/27/2022,2022-Q136,654,0.1,0.0,0.005
12547,12547,8/27/2022,2022-Q136,654,0.1,0.1,0.01
12550,12550,8/27/2022,2022-Q136,654,0.2,0.0,0.02
12553,12553,8/27/2022,2022-Q136,654,0.0,0.0,0.0
12559,12559,8/27/2022,2022-Q140,654,0.0,0.2,0.02
12562,12562,8/27/2022,2022-Q140,654,0.0,0.2,0.02
12565,12565,8/27/2022,2022-Q140,654,0.1,0.2,0.025
12590,12590,8/28/2022,2022-Q148,654,0.0,0.2,0.02
12593,12593,8/28/2022,2022-Q148,654,0.0,0.1,0.005
12596,12596,8/28/2022,2022-Q148,654,0.0,0.2,0.02
12599,12599,8/28/2022,2022-Q148,654,0.0,0.1,0.005
12634,12634,8/28/2022,2022-Q150,654,0.0,0.1,0.005
12637,12637,8/28/2022,2022-Q150,654,0.1,0.0,0.005
12640,12640,8/28/2022,2022-Q150,654,0.0,0.1,0.005
12647,12647,8/30/2022,2022-Q183,654,0.7,0.2,0.2649999999999999
12664,12664,8/30/2022,2022-Q183,654,0.5,0.1,0.13
12682,12682,8/30/2022,2022-Q190,654,0.1,0.3,0.05
12685,12685,8/30/2022,2022-Q190,654,0.1,0.2,0.025
12688,12688,8/30/2022,2022-Q190,654,0.0,0.0,0.0
12691,12691,8/30/2022,2022-Q190,654,0.0,0.0,0.0
12725,12725,8/30/2022,2022-Q194,654,0.2,0.1,0.025
12728,12728,8/30/2022,2022-Q194,654,0.1,0.3,0.05
12731,12731,8/30/2022,2022-Q194,654,0.1,0.1,0.01
12748,12748,8/30/2022,2022-Q194,654,0.0,0.1,0.005
12751,12751,8/30/2022,2022-Q194,654,0.1,0.2,0.025
12754,12754,8/30/2022,2022-Q194,654,0.2,0.1,0.025
12760,12760,8/30/2022,2022-Q195,654,0.9,0.4,0.485
12763,12763,8/30/2022,2022-Q195,654,0.8,0.2,0.3400000000000001
12766,12766,8/30/2022,2022-Q195,654,0.7,0.2,0.2649999999999999
12769,12769,8/30/2022,2022-Q195,654,0.5,0.3,0.1699999999999999
12772,12772,8/30/2022,2022-Q195,654,0.3,0.0,0.045
12775,12775,8/30/2022,2022-Q195,654,0.2,0.1,0.025
12780,12780,9/2/2022,2022-R23 ,654,0.2,0.1,0.025
12783,12783,9/2/2022,2022-R23 ,654,0.2,0.1,0.025
12786,12786,9/2/2022,2022-R23 ,654,0.0,0.1,0.005
12802,12802,9/2/2022,2022-R23 ,654,0.2,0.1,0.025
12805,12805,9/2/2022,2022-R24 ,654,0.1,0.0,0.005
12808,12808,9/2/2022,2022-R24 ,654,0.0,0.1,0.005
12811,12811,9/2/2022,2022-R24 ,654,0.1,0.0,0.005
12835,12835,9/2/2022,2022-R32 ,654,0.1,0.2,0.025
12838,12838,9/2/2022,2022-R32 ,654,0.1,0.0,0.005
12841,12841,9/2/2022,2022-R32 ,654,0.1,0.0,0.005
12844,12844,9/2/2022,2022-R32 ,654,0.1,0.0,0.005
12893,12893,9/3/2022,2022-R57 ,654,0.2,0.0,0.02
12896,12896,9/3/2022,2022-R57 ,654,0.1,0.0,0.005
12899,12899,9/3/2022,2022-R57 ,654,0.2,0.0,0.02
12911,12911,9/3/2022,2022-R58 ,654,0.0,0.2,0.02
12914,12914,9/3/2022,2022-R58 ,654,0.0,0.2,0.02
12917,12917,9/3/2022,2022-R58 ,654,0.0,0.0,0.0
12920,12920,9/3/2022,2022-R58 ,654,0.0,0.0,0.0
12933,12933,9/4/2022,2022-R75 ,654,0.3,0.0,0.045
12936,12936,9/4/2022,2022-R75 ,654,0.2,0.0,0.02
12957,12957,9/4/2022,2022-R76 ,654,0.0,0.0,0.0
12960,12960,9/4/2022,2022-R76 ,654,0.0,0.0,0.0
12963,12963,9/4/2022,2022-R76 ,654,0.0,0.1,0.005
12966,12966,9/5/2022,2022-R82 ,654,0.3,0.1,0.05
12972,12972,9/5/2022,2022-R82 ,654,0.0,0.1,0.005
12995,12995,9/5/2022,2022-R82 ,654,0.1,0.0,0.005
12999,12999,9/17/2022,2022-S05 ,654,0.0,0.0,0.0
13002,13002,9/17/2022,2022-S05 ,654,0.1,0.0,0.005
13020,13020,9/17/2022,2022-S05 ,654,0.1,0.1,0.01
13104,13104,9/17/2022,2022-S09 ,654,0.0,0.0,0.0
13107,13107,9/17/2022,2022-S09 ,654,0.0,0.1,0.005
13110,13110,9/17/2022,2022-S09 ,654,0.1,0.1,0.01
13113,13113,9/17/2022,2022-S09 ,654,0.2,0.1,0.025
13139,13139,9/17/2022,2022-S14 ,654,0.2,0.0,0.02
13142,13142,9/17/2022,2022-S14 ,654,0.1,0.0,0.005
13145,13145,9/17/2022,2022-S14 ,654,0.3,0.0,0.045
13148,13148,9/17/2022,2022-S14 ,654,0.3,0.0,0.045
13179,13179,9/18/2022,2022-S25 ,654,0.2,0.2,0.04
13182,13182,9/18/2022,2022-S25 ,654,0.1,0.2,0.025
13209,13209,9/20/2022,2022-S97 ,654,0.1,0.0,0.005
13212,13212,9/20/2022,2022-S97 ,654,0.0,0.0,0.0
13215,13215,9/20/2022,2022-S97 ,654,0.1,0.0,0.005
13231,13231,9/20/2022,2022-S98 ,654,0.1,0.0,0.005
13245,13245,9/20/2022,2022-S98 ,654,0.0,0.0,0.0
13248,13248,9/20/2022,2022-S98 ,654,0.1,0.2,0.025
13250,13250,9/20/2022,2022-S98 ,654,0.1,0.1,0.01
13262,13262,9/24/2022,2022-S215,654,0.1,0.0,0.005
13265,13265,9/24/2022,2022-S215,654,0.2,0.1,0.025
13277,13277,9/24/2022,2022-S215,654,0.2,0.0,0.02
13289,13289,9/25/2022,2022-S221,654,0.4,0.1,0.085
13292,13292,9/25/2022,2022-S221,654,0.1,0.1,0.01
13295,13295,9/25/2022,2022-S221,654,0.1,0.1,0.01
13301,13301,9/25/2022,2022-S236,654,0.0,0.1,0.005
13304,13304,9/25/2022,2022-S236,654,0.1,0.0,0.005
13307,13307,9/25/2022,2022-S236,654,0.0,0.0,0.0
13310,13310,9/25/2022,2022-S236,654,0.0,0.1,0.005
13313,13313,9/25/2022,2022-S236,654,0.0,0.0,0.0
13316,13316,9/25/2022,2022-S236,654,0.2,0.2,0.04
13322,13322,9/26/2022,2022-S247,654,0.1,0.0,0.005
13325,13325,9/26/2022,2022-S247,654,0.0,0.1,0.005
13328,13328,9/26/2022,2022-S247,654,0.1,0.0,0.005
13351,13351,9/27/2022,2022-S274,654,0.1,0.0,0.005
13354,13354,9/27/2022,2022-S274,654,0.1,0.1,0.01
13387,13387,9/27/2022,2022-S294,654,0.1,0.1,0.01
13390,13390,9/27/2022,2022-S294,654,0.0,0.0,0.0
13393,13393,9/27/2022,2022-S294,654,0.1,0.0,0.005
13408,13408,9/29/2022,2022-S332,654,0.1,0.0,0.005
13411,13411,9/29/2022,2022-S332,654,0.0,0.0,0.0
13414,13414,9/29/2022,2022-S332,654,0.1,0.0,0.005
13429,13429,9/29/2022,2022-S340,654,0.1,0.0,0.005
13432,13432,9/29/2022,2022-S340,654,0.1,0.1,0.01
13435,13435,9/29/2022,2022-S340,654,0.1,0.1,0.01
13461,13461,9/29/2022,2022-S355,654,0.0,0.0,0.0
13464,13464,9/29/2022,2022-S355,654,0.1,0.0,0.005
13487,13487,9/29/2022,2022-S355,654,0.1,0.0,0.005
13490,13490,9/29/2022,2022-S358,654,0.0,0.3,0.045
13513,13513,9/29/2022,2022-S358,654,0.1,0.3,0.05
13515,13515,9/29/2022,2022-S358,654,0.0,0.3,0.045
13529,13529,10/3/2022,2022-T34 ,654,0.1,0.2,0.025
13532,13532,10/3/2022,2022-T34 ,654,0.1,0.0,0.005
13535,13535,10/3/2022,2022-T34 ,654,0.2,0.0,0.02
13544,13544,10/3/2022,2022-T34 ,654,0.0,0.0,0.0
13553,13553,10/3/2022,2022-T35 ,654,0.2,0.0,0.02
13559,13559,10/3/2022,2022-T35 ,654,0.0,0.1,0.005
13562,13562,10/3/2022,2022-T35 ,654,0.1,0.1,0.01
13571,13571,10/3/2022,2022-T42 ,654,0.2,0.1,0.025
13585,13585,10/3/2022,2022-T42 ,654,0.1,0.0,0.005
13588,13588,10/3/2022,2022-T42 ,654,0.1,0.0,0.005
13594,13594,10/4/2022,2022-T51 ,654,0.2,0.2,0.04
13597,13597,10/4/2022,2022-T51 ,654,0.3,0.3,0.09
13600,13600,10/4/2022,2022-T51 ,654,0.2,0.3,0.065
13621,13621,10/4/2022,2022-T53 ,654,0.0,0.3,0.045
13624,13624,10/4/2022,2022-T53 ,654,0.0,0.1,0.005
13627,13627,10/4/2022,2022-T53 ,654,0.1,0.2,0.025
13667,13667,10/4/2022,2022-T67 ,654,0.0,0.1,0.005
13670,13670,10/4/2022,2022-T67 ,654,0.0,0.1,0.005
13673,13673,10/4/2022,2022-T67 ,654,0.0,0.0,0.0
13676,13676,10/4/2022,2022-T67 ,654,0.0,0.1,0.005
13705,13705,10/5/2022,2022-T81 ,654,0.1,0.0,0.005
13708,13708,10/5/2022,2022-T81 ,654,0.0,0.0,0.0
13711,13711,10/5/2022,2022-T81 ,654,0.1,0.1,0.01
13715,13715,10/5/2022,2022-T85 ,654,0.1,0.0,0.005
13718,13718,10/5/2022,2022-T85 ,654,0.0,0.2,0.02
13731,13731,10/5/2022,2022-T85 ,654,0.0,0.0,0.0
13742,13742,10/7/2022,2022-T104,654,0.0,0.0,0.0
13745,13745,10/7/2022,2022-T104,654,0.0,0.0,0.0
13748,13748,10/7/2022,2022-T104,654,0.1,0.0,0.005
13751,13751,10/7/2022,2022-T104,654,0.0,0.0,0.0
13809,13809,10/17/2022,2022-U14 ,654,0.1,0.0,0.005
13830,13830,10/17/2022,2022-U14 ,654,0.0,0.0,0.0
13833,13833,10/17/2022,2022-U14 ,654,0.0,0.0,0.0
13854,13854,10/17/2022,2022-U21 ,654,0.0,0.0,0.0
13857,13857,10/17/2022,2022-U21 ,654,0.1,0.1,0.01
13860,13860,10/17/2022,2022-U21 ,654,0.1,0.0,0.005
13865,13865,10/17/2022,2022-U21 ,654,0.1,0.0,0.005
13874,13874,10/18/2022,2022-U25 ,654,0.1,0.0,0.005
13877,13877,10/18/2022,2022-U25 ,654,0.1,0.0,0.005
13880,13880,10/18/2022,2022-U25 ,654,0.1,0.0,0.005
13883,13883,10/18/2022,2022-U25 ,654,0.1,0.0,0.005
13931,13931,10/18/2022,2022-U32 ,654,0.1,0.0,0.005
13934,13934,10/18/2022,2022-U32 ,654,0.1,0.0,0.005
13937,13937,10/18/2022,2022-U32 ,654,0.1,0.1,0.01
13966,13966,10/18/2022,2022-U33 ,654,0.3,0.0,0.045
13969,13969,10/18/2022,2022-U33 ,654,0.2,0.0,0.02
13978,13978,10/18/2022,2022-U33 ,654,0.1,0.0,0.005
13994,13994,10/19/2022,2022-U73 ,654,0.0,0.2,0.02
14000,14000,10/19/2022,2022-U73 ,654,0.0,0.2,0.02
14006,14006,10/19/2022,2022-U73 ,654,0.1,0.3,0.05
14017,14017,10/20/2022,2022-U80 ,654,0.1,0.2,0.025
14034,14034,10/20/2022,2022-U80 ,654,0.0,0.2,0.02
14037,14037,10/20/2022,2022-U80 ,654,0.1,0.2,0.025
14041,14041,10/20/2022,2022-U96 ,654,0.1,0.1,0.01
14055,14055,10/20/2022,2022-U96 ,654,0.0,0.1,0.005
14058,14058,10/20/2022,2022-U96 ,654,0.0,0.0,0.0
14073,14073,10/20/2022,2022-U98 ,654,0.0,0.1,0.005
14076,14076,10/20/2022,2022-U98 ,654,0.1,0.0,0.005
14079,14079,10/20/2022,2022-U98 ,654,0.0,0.0,0.0
14096,14096,10/20/2022,2022-U101,654,0.1,0.3,0.05
14104,14104,10/20/2022,2022-U101,654,0.1,0.2,0.025
14107,14107,10/20/2022,2022-U101,654,0.1,0.3,0.05
14109,14109,10/20/2022,2022-U101,654,0.1,0.2,0.025
14121,14121,10/20/2022,2022-U126,654,0.0,0.1,0.005
14124,14124,10/20/2022,2022-U126,654,0.1,0.1,0.01
14127,14127,10/20/2022,2022-U126,654,0.0,0.1,0.005
14132,14132,10/22/2022,2022-U204,654,0.1,0.1,0.01
14149,14149,10/22/2022,2022-U204,654,0.0,0.1,0.005
14152,14152,10/22/2022,2022-U204,654,0.0,0.1,0.005
14159,14159,10/25/2022,2022-U250,654,0.0,0.0,0.0
14162,14162,10/25/2022,2022-U250,654,0.0,0.1,0.005
14165,14165,10/25/2022,2022-U250,654,0.0,0.0,0.0
