Date,Bulletin,Obs Code,Residual RA,Residual Dec
6/21/2022,2022-M30 ,F52,0.1,0.1
6/21/2022,2022-M30 ,Y00,0.1,0.0
6/21/2022,2022-M30 ,I52,0.4,0.2
6/21/2022,2022-M30 ,104,0.2,0.2
6/21/2022,2022-M30 ,Y00,0.1,0.5
6/21/2022,2022-M30 ,I52,0.2,0.0
6/21/2022,2022-M30 ,104,0.2,0.5
6/21/2022,2022-M30 ,H21,0.2,0.2
6/21/2022,2022-M30 ,I52,0.9,0.5
6/21/2022,2022-M30 ,L01,0.3,0.3
6/21/2022,2022-M30 ,H21,0.3,0.4
6/21/2022,2022-M30 ,I52,0.9,0.8
6/21/2022,2022-M30 ,L01,0.7,0.4
6/21/2022,2022-M30 ,H21,0.3,0.0
6/21/2022,2022-M30 ,L01,0.1,0.1
6/21/2022,2022-M30 ,H21,0.1,0.0
6/21/2022,2022-M31 ,T08,0.1,0.1
6/21/2022,2022-M31 ,J95,0.4,0.2
6/21/2022,2022-M31 ,Y00,0.4,0.2
6/21/2022,2022-M31 ,T08,0.3,0.1
6/21/2022,2022-M31 ,J95,0.4,0.0
6/21/2022,2022-M31 ,Y00,0.4,0.2
6/21/2022,2022-M31 ,T08,0.5,0.0
6/21/2022,2022-M31 ,204,0.4,0.2
6/21/2022,2022-M31 ,H21,0.6,0.2
6/21/2022,2022-M31 ,T08,0.1,0.1
6/21/2022,2022-M31 ,204,0.3,0.2
6/21/2022,2022-M31 ,H21,0.5,0.1
6/21/2022,2022-M31 ,595,0.5,0.3
6/21/2022,2022-M31 ,204,0.3,0.0
6/21/2022,2022-M31 ,H21,0.5,0.0
6/21/2022,2022-M31 ,595,0.5,0.2
6/21/2022,2022-M31 ,J95,0.4,0.0
6/21/2022,2022-M31 ,H21,0.4,0.2
6/21/2022,2022-M31 ,595,1.0,0.2
6/21/2022,2022-M31 ,J95,0.5,0.2
6/21/2022,2022-M31 ,654,0.4,0.2
6/21/2022,2022-M31 ,595,0.7,0.2
6/21/2022,2022-M31 ,J95,0.6,0.3
6/21/2022,2022-M31 ,654,0.5,0.2
6/21/2022,2022-M31 ,595,0.5,0.6
6/21/2022,2022-M31 ,J69,0.4,0.2
6/21/2022,2022-M31 ,654,0.4,0.2
6/21/2022,2022-M31 ,595,0.3,0.1
6/21/2022,2022-M31 ,J69,0.7,0.1
6/21/2022,2022-M31 ,654,0.5,0.2
6/21/2022,2022-M31 ,J95,0.6,0.2
6/21/2022,2022-M31 ,J69,0.1,0.2
6/21/2022,2022-M31 ,654,0.1,0.1
6/21/2022,2022-M31 ,J95,0.7,0.1
6/21/2022,2022-M31 ,J69,0.4,0.7
6/21/2022,2022-M31 ,J95,0.6,0.1
6/21/2022,2022-M31 ,Y00,0.4,0.3
6/23/2022,2022-M38 ,K88,0.7,0.8
6/23/2022,2022-M38 ,K88,0.4,0.3
6/23/2022,2022-M38 ,K83,0.1,0.4
6/23/2022,2022-M38 ,K88,0.2,0.1
6/23/2022,2022-M38 ,K88,0.1,0.1
6/23/2022,2022-M38 ,K83,0.6,0.0
6/23/2022,2022-M38 ,K88,1.0,0.4
6/23/2022,2022-M38 ,G02,0.0,0.1
6/23/2022,2022-M38 ,958,0.8,1.1
6/23/2022,2022-M38 ,K88,0.2,0.1
6/23/2022,2022-M38 ,K88,0.5,0.5
6/23/2022,2022-M38 ,958,0.1,0.6
6/23/2022,2022-M38 ,K88,0.5,0.4
6/23/2022,2022-M38 ,G02,0.4,0.3
6/23/2022,2022-M38 ,K63,0.1,0.0
6/23/2022,2022-M38 ,K88,0.2,0.3
6/23/2022,2022-M38 ,G02,0.2,0.1
6/23/2022,2022-M38 ,958,0.7,0.6
6/23/2022,2022-M38 ,K88,0.4,0.9
6/23/2022,2022-M38 ,Y00,0.0,0.1
6/23/2022,2022-M38 ,Z41,0.3,0.0
6/23/2022,2022-M38 ,K88,0.2,1.1
6/23/2022,2022-M38 ,Y00,0.2,0.2
6/23/2022,2022-M38 ,Z41,0.4,0.2
6/23/2022,2022-M38 ,K88,0.5,0.1
6/23/2022,2022-M38 ,Y00,0.1,0.0
6/23/2022,2022-M38 ,Z41,0.1,0.2
6/23/2022,2022-M38 ,104,0.0,0.0
6/23/2022,2022-M38 ,W34,0.8,0.0
6/23/2022,2022-M38 ,B72,0.0,0.6
6/23/2022,2022-M38 ,K88,0.2,0.3
6/23/2022,2022-M38 ,W34,0.4,0.4
6/23/2022,2022-M38 ,Z41,0.4,0.1
6/23/2022,2022-M38 ,104,0.2,0.2
6/23/2022,2022-M38 ,W34,0.4,0.3
6/23/2022,2022-M38 ,G34,0.4,0.2
6/23/2022,2022-M38 ,K88,0.3,0.1
6/23/2022,2022-M38 ,W33,0.9,0.9
6/23/2022,2022-M38 ,Z41,0.4,0.1
6/23/2022,2022-M38 ,K88,0.0,0.0
6/23/2022,2022-M38 ,W33,0.0,0.1
6/23/2022,2022-M38 ,B72,0.5,0.5
6/23/2022,2022-M38 ,K88,0.2,0.2
6/23/2022,2022-M38 ,W33,0.1,0.3
6/23/2022,2022-M38 ,G34,0.7,0.2
6/23/2022,2022-M38 ,104,0.2,0.1
6/23/2022,2022-M38 ,H21,0.0,0.3
6/23/2022,2022-M38 ,G34,0.5,0.0
6/23/2022,2022-M38 ,K88,0.3,0.7
6/23/2022,2022-M38 ,H21,0.1,0.3
6/23/2022,2022-M38 ,G34,0.6,0.0
6/23/2022,2022-M38 ,J95,0.1,0.2
6/23/2022,2022-M38 ,H21,0.2,0.4
6/23/2022,2022-M38 ,B72,0.6,0.3
6/23/2022,2022-M38 ,J95,0.3,0.1
6/23/2022,2022-M38 ,654,0.1,0.1
6/23/2022,2022-M38 ,M21,0.1,0.1
6/23/2022,2022-M38 ,J95,0.2,0.2
6/23/2022,2022-M38 ,654,0.0,0.2
6/23/2022,2022-M38 ,M21,0.3,0.2
6/23/2022,2022-M38 ,K88,0.3,0.1
6/23/2022,2022-M38 ,654,0.0,0.1
6/23/2022,2022-M38 ,L01,0.4,0.1
6/23/2022,2022-M38 ,J95,0.3,0.4
6/23/2022,2022-M38 ,654,0.1,0.1
6/23/2022,2022-M38 ,L01,0.4,0.1
6/23/2022,2022-M38 ,K88,0.0,0.3
6/23/2022,2022-M38 ,T08,1.1,2.9
6/23/2022,2022-M38 ,L01,0.3,0.3
6/23/2022,2022-M38 ,K88,0.1,0.0
6/23/2022,2022-M38 ,T08,1.4,1.1
6/23/2022,2022-M38 ,L01,0.3,0.3
6/23/2022,2022-M38 ,K88,0.2,0.8
6/23/2022,2022-M38 ,T08,0.9,0.0
6/23/2022,2022-M38 ,Z80,0.4,0.2
6/23/2022,2022-M38 ,I93,0.0,0.4
6/23/2022,2022-M38 ,T08,0.3,0.3
6/23/2022,2022-M38 ,L01,0.0,0.1
6/23/2022,2022-M38 ,I93,0.1,0.3
6/23/2022,2022-M38 ,K63,0.3,0.4
6/23/2022,2022-M38 ,Z80,0.4,0.1
6/23/2022,2022-M38 ,K88,0.3,0.2
6/23/2022,2022-M38 ,K83,0.3,0.3
6/23/2022,2022-M38 ,J69,0.1,0.1
6/23/2022,2022-M38 ,I93,0.3,0.0
6/23/2022,2022-M38 ,B49,0.0,0.5
6/23/2022,2022-M38 ,J69,0.8,0.6
6/23/2022,2022-M38 ,K88,0.0,0.2
6/23/2022,2022-M38 ,B49,0.3,0.6
6/23/2022,2022-M38 ,J69,0.6,0.7
6/23/2022,2022-M38 ,K88,0.7,0.3
6/23/2022,2022-M38 ,B49,0.1,1.1
6/23/2022,2022-M38 ,H21,0.2,0.1
6/23/2022,2022-M38 ,K88,0.5,0.0
6/23/2022,2022-M38 ,B49,0.5,0.2
6/23/2022,2022-M38 ,H21,0.1,0.0
6/23/2022,2022-M39 ,K88,0.3,0.3
6/23/2022,2022-M39 ,I93,0.5,0.4
6/23/2022,2022-M39 ,B49,0.2,0.2
6/23/2022,2022-M39 ,K88,0.2,0.7
6/23/2022,2022-M39 ,104,0.4,0.1
6/23/2022,2022-M39 ,K63,0.2,0.5
6/23/2022,2022-M39 ,K88,0.2,0.4
6/23/2022,2022-M39 ,Y00,0.6,1.0
6/23/2022,2022-M39 ,958,1.0,0.5
6/23/2022,2022-M39 ,K88,0.2,0.2
6/23/2022,2022-M39 ,Y00,0.4,0.9
6/23/2022,2022-M39 ,K63,0.4,0.1
6/23/2022,2022-M39 ,K88,0.6,0.7
6/23/2022,2022-M39 ,Y00,0.2,0.5
6/23/2022,2022-M39 ,958,0.1,0.6
6/23/2022,2022-M39 ,K88,0.5,0.4
6/23/2022,2022-M39 ,W34,0.2,0.6
6/23/2022,2022-M39 ,K63,0.2,0.4
6/23/2022,2022-M39 ,K88,0.5,0.2
6/23/2022,2022-M39 ,W34,0.7,0.3
6/23/2022,2022-M39 ,958,0.6,0.1
6/23/2022,2022-M39 ,K88,1.5,0.2
6/23/2022,2022-M39 ,H21,0.2,0.1
6/23/2022,2022-M39 ,Z41,0.6,0.1
6/23/2022,2022-M39 ,K88,0.2,0.1
6/23/2022,2022-M39 ,H21,0.1,0.0
6/23/2022,2022-M39 ,Z41,0.5,0.1
6/23/2022,2022-M39 ,J95,0.1,0.5
6/23/2022,2022-M39 ,W34,0.1,0.3
6/23/2022,2022-M39 ,Z41,0.2,0.4
6/23/2022,2022-M39 ,K88,0.2,0.3
6/23/2022,2022-M39 ,H21,0.2,0.2
6/23/2022,2022-M39 ,L01,0.7,0.1
6/23/2022,2022-M39 ,J95,0.4,0.6
6/23/2022,2022-M39 ,H21,0.3,0.1
6/23/2022,2022-M39 ,L01,0.1,0.1
6/23/2022,2022-M39 ,K88,0.7,0.1
6/23/2022,2022-M39 ,654,0.1,0.0
6/23/2022,2022-M39 ,M21,0.5,0.9
6/23/2022,2022-M39 ,104,0.7,0.0
6/23/2022,2022-M39 ,654,0.1,0.1
6/23/2022,2022-M39 ,L01,0.7,0.3
6/23/2022,2022-M39 ,J95,0.3,0.1
6/23/2022,2022-M39 ,221,0.7,1.2
6/23/2022,2022-M39 ,H21,0.1,0.1
6/23/2022,2022-M39 ,I93,0.3,0.3
6/23/2022,2022-M39 ,221,0.4,1.1
6/23/2022,2022-M39 ,H21,0.2,0.1
6/23/2022,2022-M39 ,J95,0.4,0.3
6/23/2022,2022-M39 ,B49,0.3,0.5
6/23/2022,2022-M39 ,H21,0.0,0.1
6/23/2022,2022-M39 ,I93,0.1,0.1
6/23/2022,2022-M39 ,B49,0.1,0.1
6/23/2022,2022-M39 ,104,0.2,0.1
6/23/2022,2022-M39 ,B49,0.1,0.1
6/24/2022,2022-M60 ,F52,0.2,0.0
6/24/2022,2022-M60 ,Y00,0.2,0.1
6/24/2022,2022-M60 ,654,0.1,0.0
6/24/2022,2022-M60 ,F52,0.2,0.1
6/24/2022,2022-M60 ,Y00,0.1,0.3
6/24/2022,2022-M60 ,654,0.0,0.2
6/24/2022,2022-M60 ,F52,0.1,0.1
6/24/2022,2022-M60 ,Y00,0.1,0.2
6/24/2022,2022-M60 ,654,0.2,0.1
6/24/2022,2022-M60 ,F52,0.1,0.0
6/24/2022,2022-M60 ,H21,0.1,0.2
6/24/2022,2022-M60 ,654,0.2,0.1
6/24/2022,2022-M60 ,F52,0.3,0.1
6/24/2022,2022-M60 ,H21,0.1,0.0
6/24/2022,2022-M60 ,654,0.1,0.0
6/24/2022,2022-M60 ,F52,0.2,0.1
6/24/2022,2022-M60 ,H21,0.2,0.1
6/24/2022,2022-M60 ,654,0.2,0.0
6/25/2022,2022-M69 ,F52,0.2,0.3
6/25/2022,2022-M69 ,L01,0.9,0.3
6/25/2022,2022-M69 ,Y00,0.1,0.0
6/25/2022,2022-M69 ,F52,0.2,0.3
6/25/2022,2022-M69 ,L01,0.4,0.1
6/25/2022,2022-M69 ,Y00,0.2,0.2
6/25/2022,2022-M69 ,U68,0.1,0.1
6/25/2022,2022-M69 ,L01,0.2,0.3
6/25/2022,2022-M69 ,H36,0.7,0.0
6/25/2022,2022-M69 ,U68,0.0,0.6
6/25/2022,2022-M69 ,L01,0.1,0.1
6/25/2022,2022-M69 ,H36,0.3,0.3
6/25/2022,2022-M69 ,U68,0.4,0.6
6/25/2022,2022-M69 ,L01,0.1,0.4
6/25/2022,2022-M69 ,H36,0.3,0.3
6/25/2022,2022-M69 ,U68,0.2,0.2
6/25/2022,2022-M69 ,I93,0.0,0.1
6/25/2022,2022-M69 ,654,0.0,0.0
6/25/2022,2022-M69 ,Z41,0.9,0.1
6/25/2022,2022-M69 ,I93,0.2,0.1
6/25/2022,2022-M69 ,654,0.0,0.0
6/25/2022,2022-M69 ,Z41,0.4,0.0
6/25/2022,2022-M69 ,I93,0.0,0.6
6/25/2022,2022-M69 ,654,0.1,0.1
6/25/2022,2022-M69 ,Z41,0.1,0.1
6/25/2022,2022-M69 ,Y00,0.7,0.0
6/26/2022,2022-M75 ,G96,0.0,0.1
6/26/2022,2022-M75 ,I52,0.1,0.1
6/26/2022,2022-M75 ,654,0.0,0.0
6/26/2022,2022-M75 ,G96,0.0,0.0
6/26/2022,2022-M75 ,I52,0.0,0.1
6/26/2022,2022-M75 ,654,0.0,0.0
6/26/2022,2022-M75 ,G96,0.0,0.2
6/26/2022,2022-M75 ,I52,0.0,0.0
6/26/2022,2022-M75 ,654,0.1,0.1
6/26/2022,2022-M75 ,H21,0.0,0.4
6/26/2022,2022-M75 ,H21,0.1,0.3
6/26/2022,2022-M75 ,204,0.1,0.1
6/26/2022,2022-M75 ,H21,0.3,0.1
6/26/2022,2022-M75 ,H21,0.0,0.0
6/26/2022,2022-M75 ,204,0.1,0.1
6/26/2022,2022-M75 ,H21,0.4,0.6
6/26/2022,2022-M75 ,H21,0.1,0.1
6/26/2022,2022-M75 ,I52,0.3,0.1
6/26/2022,2022-M75 ,654,0.1,0.0
6/26/2022,2022-M79 ,F52,0.1,0.4
6/26/2022,2022-M79 ,F52,0.1,0.2
6/26/2022,2022-M79 ,654,0.1,0.1
6/26/2022,2022-M79 ,F52,0.0,0.4
6/26/2022,2022-M79 ,F52,0.1,0.1
6/26/2022,2022-M79 ,654,0.0,0.0
6/26/2022,2022-M79 ,F52,0.0,0.3
6/26/2022,2022-M79 ,Y00,0.4,0.2
6/26/2022,2022-M79 ,654,0.0,0.0
6/26/2022,2022-M79 ,F52,0.1,0.1
6/26/2022,2022-M79 ,Y00,0.1,0.2
6/26/2022,2022-M79 ,654,0.1,0.1
6/26/2022,2022-M79 ,F52,0.0,0.7
6/26/2022,2022-M79 ,Y00,0.8,0.5
6/26/2022,2022-M79 ,654,0.1,0.1
6/26/2022,2022-M80 ,G96,0.2,0.4
6/26/2022,2022-M80 ,F52,0.1,0.1
6/26/2022,2022-M80 ,568,0.0,0.0
6/26/2022,2022-M80 ,G96,0.2,0.4
6/26/2022,2022-M80 ,F52,0.0,0.2
6/26/2022,2022-M80 ,654,0.2,0.6
6/26/2022,2022-M80 ,F52,0.0,0.1
6/26/2022,2022-M80 ,F52,0.1,0.0
6/26/2022,2022-M80 ,654,0.1,0.3
6/26/2022,2022-M80 ,F52,0.1,0.0
6/26/2022,2022-M80 ,568,0.0,0.0
6/26/2022,2022-M80 ,654,0.0,0.1
6/26/2022,2022-M80 ,F52,0.0,0.1
6/26/2022,2022-M80 ,568,0.0,0.0
6/26/2022,2022-M80 ,654,0.2,0.1
6/28/2022,2022-M89 ,F52,0.4,0.0
6/28/2022,2022-M89 ,654,0.1,0.0
6/28/2022,2022-M89 ,654,0.0,0.0
6/28/2022,2022-M89 ,F52,0.0,0.0
6/28/2022,2022-M89 ,654,0.1,0.0
6/28/2022,2022-M89 ,654,0.1,0.0
6/28/2022,2022-M89 ,F52,0.1,0.0
6/28/2022,2022-M89 ,654,0.1,0.0
6/28/2022,2022-M89 ,807,0.1,0.1
6/28/2022,2022-M89 ,F52,0.0,0.0
6/28/2022,2022-M89 ,H21,0.3,0.3
6/28/2022,2022-M89 ,807,0.1,0.1
6/28/2022,2022-M89 ,568,0.0,0.0
6/28/2022,2022-M89 ,H21,0.3,0.3
6/28/2022,2022-M89 ,807,0.1,0.0
6/28/2022,2022-M89 ,568,0.0,0.0
6/28/2022,2022-M89 ,H21,0.3,0.1
6/28/2022,2022-M89 ,H21,0.1,0.2
6/28/2022,2022-M89 ,568,0.0,0.0
6/28/2022,2022-M89 ,654,0.3,0.3
6/28/2022,2022-M89 ,H21,0.3,0.1
6/28/2022,2022-M90 ,F52,0.1,0.1
6/28/2022,2022-M90 ,568,0.0,0.0
6/28/2022,2022-M90 ,H21,1.2,0.6
6/28/2022,2022-M90 ,F52,0.2,0.1
6/28/2022,2022-M90 ,H21,0.3,0.1
6/28/2022,2022-M90 ,H21,1.4,0.9
6/28/2022,2022-M90 ,F52,0.1,0.0
6/28/2022,2022-M90 ,H21,0.2,0.2
6/28/2022,2022-M90 ,H21,1.2,0.7
6/28/2022,2022-M90 ,F52,0.1,0.1
6/28/2022,2022-M90 ,H21,0.1,0.3
6/28/2022,2022-M90 ,654,0.1,0.1
6/28/2022,2022-M90 ,F52,0.2,0.4
6/28/2022,2022-M90 ,H21,0.1,0.3
6/28/2022,2022-M90 ,654,0.1,0.0
6/28/2022,2022-M90 ,568,0.0,0.0
6/28/2022,2022-M90 ,H21,0.1,0.2
6/28/2022,2022-M90 ,654,0.1,0.1
6/28/2022,2022-M90 ,568,0.0,0.0
6/28/2022,2022-M90 ,H21,0.4,0.7
6/28/2022,2022-M91 ,F52,0.0,0.1
6/28/2022,2022-M91 ,H21,0.1,0.2
6/28/2022,2022-M91 ,104,0.2,0.8
6/28/2022,2022-M91 ,F52,0.1,0.1
6/28/2022,2022-M91 ,H36,0.3,0.3
6/28/2022,2022-M91 ,104,1.0,0.4
6/28/2022,2022-M91 ,F52,0.1,0.0
6/28/2022,2022-M91 ,H21,0.3,0.6
6/28/2022,2022-M91 ,B72,0.2,0.6
6/28/2022,2022-M91 ,104,0.1,0.1
6/28/2022,2022-M91 ,654,0.0,0.0
6/28/2022,2022-M91 ,J95,0.3,0.3
6/28/2022,2022-M91 ,104,0.0,0.1
6/28/2022,2022-M91 ,654,0.0,0.0
6/28/2022,2022-M91 ,J95,0.1,0.4
6/28/2022,2022-M91 ,L01,0.2,0.6
6/28/2022,2022-M91 ,654,0.0,0.1
6/28/2022,2022-M91 ,H21,0.3,0.3
6/28/2022,2022-M91 ,L01,0.3,0.6
6/28/2022,2022-M91 ,221,0.2,0.6
6/28/2022,2022-M91 ,H21,0.2,0.3
6/28/2022,2022-M91 ,L01,0.1,0.1
6/28/2022,2022-M91 ,221,0.1,0.1
6/28/2022,2022-M91 ,H21,0.3,0.1
6/28/2022,2022-M91 ,L01,0.0,0.2
6/28/2022,2022-M91 ,221,0.1,0.2
6/28/2022,2022-M91 ,654,0.1,0.1
6/28/2022,2022-M91 ,L01,0.1,0.3
6/28/2022,2022-M91 ,595,0.3,0.1
6/28/2022,2022-M91 ,654,0.1,0.2
6/28/2022,2022-M91 ,H36,0.2,0.2
6/28/2022,2022-M91 ,595,0.6,0.9
6/28/2022,2022-M91 ,654,0.1,0.0
6/28/2022,2022-M91 ,H21,0.1,0.1
6/28/2022,2022-M91 ,B72,0.1,0.2
6/28/2022,2022-M91 ,H36,0.2,0.2
6/28/2022,2022-M91 ,B72,0.4,0.4
6/28/2022,2022-M95 ,F52,0.0,0.1
6/28/2022,2022-M95 ,H21,0.2,0.2
6/28/2022,2022-M95 ,H21,1.8,0.9
6/28/2022,2022-M95 ,F52,0.0,0.1
6/28/2022,2022-M95 ,H21,0.0,0.2
6/28/2022,2022-M95 ,H21,2.1,0.6
6/28/2022,2022-M95 ,F52,0.1,0.0
6/28/2022,2022-M95 ,568,0.0,0.0
6/28/2022,2022-M95 ,654,0.0,0.1
6/28/2022,2022-M95 ,J04,0.0,0.2
6/28/2022,2022-M95 ,568,0.0,0.0
6/28/2022,2022-M95 ,654,0.0,0.0
6/28/2022,2022-M95 ,J04,0.1,0.5
6/28/2022,2022-M95 ,568,0.0,0.1
6/28/2022,2022-M95 ,654,0.1,0.0
6/28/2022,2022-M95 ,H21,0.2,0.2
6/28/2022,2022-M95 ,H21,1.9,0.6
6/28/2022,2022-M95 ,654,0.0,0.0
6/30/2022,2022-M106,F52,0.1,0.1
6/30/2022,2022-M106,H21,0.0,0.2
6/30/2022,2022-M106,I93,0.4,0.3
6/30/2022,2022-M106,F52,0.1,0.0
6/30/2022,2022-M106,H36,0.9,0.5
6/30/2022,2022-M106,221,0.2,0.4
6/30/2022,2022-M106,F52,0.0,0.0
6/30/2022,2022-M106,H36,0.7,0.0
6/30/2022,2022-M106,J04,0.1,0.3
6/30/2022,2022-M106,F52,0.0,0.1
6/30/2022,2022-M106,H36,0.0,0.3
6/30/2022,2022-M106,J04,0.1,0.3
6/30/2022,2022-M106,N51,0.7,1.2
6/30/2022,2022-M106,654,0.0,0.2
6/30/2022,2022-M106,H21,0.0,0.0
6/30/2022,2022-M106,N51,0.6,0.3
6/30/2022,2022-M106,654,0.1,0.2
6/30/2022,2022-M106,H21,0.0,0.4
6/30/2022,2022-M106,L01,0.6,0.0
6/30/2022,2022-M106,654,0.0,0.1
6/30/2022,2022-M106,H21,0.0,0.3
6/30/2022,2022-M106,L01,0.3,0.1
6/30/2022,2022-M106,N51,0.6,0.7
6/30/2022,2022-M106,H21,0.0,0.2
6/30/2022,2022-M106,L01,0.2,0.5
6/30/2022,2022-M106,N51,0.5,0.6
6/30/2022,2022-M106,H21,0.1,0.4
6/30/2022,2022-M106,L01,0.2,0.6
6/30/2022,2022-M106,N51,0.4,0.5
6/30/2022,2022-M106,104,0.5,0.2
6/30/2022,2022-M106,J04,0.2,0.0
6/30/2022,2022-M106,221,0.2,0.4
6/30/2022,2022-M106,104,0.1,0.8
6/30/2022,2022-M106,J04,0.1,0.1
6/30/2022,2022-M106,I93,0.2,0.2
6/30/2022,2022-M106,104,0.1,0.8
6/30/2022,2022-M106,J04,0.1,0.1
6/30/2022,2022-M106,221,0.1,0.1
6/30/2022,2022-M106,H21,0.1,0.1
6/30/2022,2022-M106,H21,0.1,0.4
6/30/2022,2022-M106,I93,0.3,0.1
6/30/2022,2022-M106,H21,0.0,0.4
6/30/2022,2022-M107,F52,0.0,0.1
6/30/2022,2022-M107,H21,0.0,0.2
6/30/2022,2022-M107,H21,0.2,0.4
6/30/2022,2022-M107,F52,0.1,0.1
6/30/2022,2022-M107,H21,0.0,0.2
6/30/2022,2022-M107,H21,0.1,0.5
6/30/2022,2022-M107,F52,0.0,0.0
6/30/2022,2022-M107,H21,0.5,0.0
6/30/2022,2022-M107,H21,0.2,0.2
6/30/2022,2022-M107,L01,0.6,0.4
6/30/2022,2022-M107,H36,1.0,0.1
6/30/2022,2022-M107,654,0.2,0.2
6/30/2022,2022-M107,L01,0.1,0.8
6/30/2022,2022-M107,H36,0.2,0.3
6/30/2022,2022-M107,654,0.1,0.2
6/30/2022,2022-M107,L01,0.1,0.3
6/30/2022,2022-M107,H36,0.8,0.1
6/30/2022,2022-M107,654,0.0,0.3
6/30/2022,2022-M107,807,0.2,0.1
6/30/2022,2022-M107,I93,1.2,0.4
6/30/2022,2022-M107,H21,0.2,0.3
6/30/2022,2022-M107,807,0.0,0.2
6/30/2022,2022-M107,I93,0.3,0.1
6/30/2022,2022-M107,H21,0.1,0.1
6/30/2022,2022-M107,807,0.0,0.1
6/30/2022,2022-M107,958,1.6,1.2
6/30/2022,2022-M107,H21,0.2,0.0
6/30/2022,2022-M107,H21,0.1,0.0
6/30/2022,2022-M107,958,0.7,0.2
6/30/2022,2022-M107,H21,0.3,0.2
6/30/2022,2022-M107,958,0.2,0.8
6/30/2022,2022-M110,U68,0.1,0.0
6/30/2022,2022-M110,U74,0.3,0.1
6/30/2022,2022-M110,654,0.2,0.1
6/30/2022,2022-M110,U68,0.2,0.1
6/30/2022,2022-M110,U74,0.2,0.1
6/30/2022,2022-M110,654,0.1,0.3
6/30/2022,2022-M110,U68,0.3,0.3
6/30/2022,2022-M110,U74,0.2,0.0
6/30/2022,2022-M110,L01,0.9,0.2
6/30/2022,2022-M110,U68,0.2,0.1
6/30/2022,2022-M110,U74,0.4,0.5
6/30/2022,2022-M110,L01,0.2,0.5
6/30/2022,2022-M110,U74,0.0,0.0
6/30/2022,2022-M110,654,0.1,0.0
6/30/2022,2022-M110,U74,0.2,0.8
6/30/2022,2022-M110,654,0.3,0.4
7/1/2022,2022-N04 ,F52,0.3,0.2
7/1/2022,2022-N04 ,807,0.0,0.4
7/1/2022,2022-N04 ,958,0.1,0.2
7/1/2022,2022-N04 ,F52,0.4,0.2
7/1/2022,2022-N04 ,H21,0.1,0.3
7/1/2022,2022-N04 ,I93,0.5,0.6
7/1/2022,2022-N04 ,F52,0.3,0.1
7/1/2022,2022-N04 ,H21,0.2,0.0
7/1/2022,2022-N04 ,958,0.5,0.6
7/1/2022,2022-N04 ,F52,0.2,0.0
7/1/2022,2022-N04 ,H21,0.2,0.0
7/1/2022,2022-N04 ,I93,0.0,0.3
7/1/2022,2022-N04 ,F52,0.0,0.1
7/1/2022,2022-N04 ,H36,0.3,0.5
7/1/2022,2022-N04 ,I93,0.0,0.4
7/1/2022,2022-N04 ,L01,0.2,0.1
7/1/2022,2022-N04 ,H36,0.1,0.1
7/1/2022,2022-N04 ,I93,0.2,0.3
7/1/2022,2022-N04 ,L01,1.0,0.0
7/1/2022,2022-N04 ,H36,0.2,0.1
7/1/2022,2022-N04 ,Y00,0.1,0.2
7/1/2022,2022-N04 ,L01,1.2,0.9
7/1/2022,2022-N04 ,654,0.0,0.1
7/1/2022,2022-N04 ,Y00,0.6,0.2
7/1/2022,2022-N04 ,L01,0.6,0.9
7/1/2022,2022-N04 ,654,0.1,0.1
7/1/2022,2022-N04 ,Y00,0.1,0.3
7/1/2022,2022-N04 ,C95,0.3,0.9
7/1/2022,2022-N04 ,I52,0.2,0.5
7/1/2022,2022-N04 ,H21,0.0,0.1
7/1/2022,2022-N04 ,C95,1.2,0.1
7/1/2022,2022-N04 ,I52,0.1,0.2
7/1/2022,2022-N04 ,H21,0.0,0.2
7/1/2022,2022-N04 ,807,0.1,0.1
7/1/2022,2022-N04 ,I52,0.2,0.1
7/1/2022,2022-N04 ,H21,0.2,0.3
7/1/2022,2022-N04 ,807,0.8,0.7
7/1/2022,2022-N04 ,958,0.5,0.6
7/1/2022,2022-N06 ,F52,0.1,0.1
7/1/2022,2022-N06 ,F52,0.3,0.0
7/1/2022,2022-N06 ,654,0.0,0.1
7/1/2022,2022-N06 ,F52,0.0,0.1
7/1/2022,2022-N06 ,807,0.2,0.1
7/1/2022,2022-N06 ,654,0.1,0.1
7/1/2022,2022-N06 ,F52,0.1,0.1
7/1/2022,2022-N06 ,807,0.1,0.1
7/1/2022,2022-N06 ,807,0.0,0.2
7/1/2022,2022-N06 ,F52,0.1,0.1
7/1/2022,2022-N06 ,807,0.0,0.0
7/1/2022,2022-N06 ,807,0.0,0.4
7/1/2022,2022-N06 ,F52,0.0,0.0
7/1/2022,2022-N06 ,H21,0.1,0.1
7/1/2022,2022-N06 ,807,0.1,0.0
7/1/2022,2022-N06 ,F52,0.1,0.1
7/1/2022,2022-N06 ,H21,0.1,0.1
7/1/2022,2022-N06 ,H21,0.1,0.0
7/1/2022,2022-N06 ,F52,0.1,0.3
7/1/2022,2022-N06 ,H21,0.2,0.2
7/1/2022,2022-N06 ,H21,0.1,0.3
7/1/2022,2022-N06 ,F52,0.4,0.1
7/1/2022,2022-N06 ,654,0.0,0.2
7/1/2022,2022-N06 ,H21,0.2,0.4
7/1/2022,2022-N08 ,F52,0.0,0.2
7/1/2022,2022-N08 ,958,0.5,0.5
7/1/2022,2022-N08 ,H21,0.3,0.1
7/1/2022,2022-N08 ,F52,0.1,0.2
