Date,Bulletin,Obs Code,Residual RA,Residual Dec
4/2/2022,2022-G08 ,J95,0.0,0.5
4/2/2022,2022-G08 ,J95,0.0,0.4
4/2/2022,2022-G08 ,H36,0.0,0.5
4/2/2022,2022-G08 ,J95,0.3,0.4
4/2/2022,2022-G08 ,J95,0.7,0.4
4/2/2022,2022-G08 ,U52,0.8,0.2
4/2/2022,2022-G08 ,J95,0.2,0.1
4/2/2022,2022-G08 ,J95,0.2,0.4
4/2/2022,2022-G08 ,U52,0.2,0.0
4/2/2022,2022-G08 ,J95,0.1,0.2
4/2/2022,2022-G08 ,J95,0.1,0.1
4/2/2022,2022-G08 ,I52,0.1,0.1
4/2/2022,2022-G08 ,H21,0.2,0.2
4/2/2022,2022-G08 ,807,0.1,0.3
4/2/2022,2022-G08 ,I52,0.0,0.2
4/2/2022,2022-G08 ,H21,0.2,0.2
4/2/2022,2022-G08 ,807,1.2,0.2
4/2/2022,2022-G08 ,I52,0.2,0.0
4/2/2022,2022-G08 ,H21,0.2,0.2
4/2/2022,2022-G27 ,T08,0.5,0.4
4/2/2022,2022-G27 ,V27,2.2,2.5
4/2/2022,2022-G27 ,E23,0.2,0.4
4/2/2022,2022-G27 ,T08,0.1,0.1
4/2/2022,2022-G27 ,V27,1.8,1.0
4/2/2022,2022-G27 ,I93,0.3,0.2
4/2/2022,2022-G27 ,T08,0.3,0.1
4/2/2022,2022-G27 ,H21,0.1,0.1
4/2/2022,2022-G27 ,I93,0.4,0.3
4/2/2022,2022-G27 ,T08,0.6,0.4
4/2/2022,2022-G27 ,H21,0.2,0.0
4/2/2022,2022-G27 ,I93,0.2,0.1
4/2/2022,2022-G27 ,F52,0.1,0.1
4/2/2022,2022-G27 ,H21,0.2,0.0
4/2/2022,2022-G27 ,L01,0.0,0.1
4/2/2022,2022-G27 ,F52,0.1,0.1
4/2/2022,2022-G27 ,H21,0.0,0.1
4/2/2022,2022-G27 ,L01,0.4,0.2
4/2/2022,2022-G27 ,J95,0.1,0.2
4/2/2022,2022-G27 ,I52,0.0,0.1
4/2/2022,2022-G27 ,L01,0.0,0.6
4/2/2022,2022-G27 ,J95,0.1,0.3
4/2/2022,2022-G27 ,I52,0.0,0.1
4/2/2022,2022-G27 ,033,0.5,0.1
4/2/2022,2022-G27 ,J95,0.0,0.0
4/2/2022,2022-G27 ,I52,0.0,0.1
4/2/2022,2022-G27 ,033,0.2,0.0
4/2/2022,2022-G27 ,J95,0.2,0.2
4/2/2022,2022-G27 ,I52,0.1,0.0
4/2/2022,2022-G27 ,033,0.5,0.1
4/2/2022,2022-G27 ,807,0.1,0.1
4/2/2022,2022-G27 ,654,0.1,0.0
4/2/2022,2022-G27 ,958,0.1,0.6
4/2/2022,2022-G27 ,807,0.0,0.0
4/2/2022,2022-G27 ,654,0.1,0.0
4/2/2022,2022-G27 ,958,0.2,0.4
4/2/2022,2022-G27 ,807,0.1,0.0
4/2/2022,2022-G27 ,654,0.1,0.0
4/2/2022,2022-G27 ,958,0.4,0.0
4/2/2022,2022-G27 ,807,0.1,0.1
4/2/2022,2022-G27 ,E23,0.1,0.2
4/2/2022,2022-G27 ,V27,2.3,3.0
4/2/2022,2022-G27 ,E23,0.2,0.4
4/2/2022,2022-G31 ,T08,0.1,1.0
4/2/2022,2022-G31 ,V27,0.5,0.3
4/2/2022,2022-G31 ,I93,0.3,0.1
4/2/2022,2022-G31 ,T08,0.4,0.2
4/2/2022,2022-G31 ,654,0.0,0.2
4/2/2022,2022-G31 ,Z43,0.1,0.3
4/2/2022,2022-G31 ,T08,0.5,0.4
4/2/2022,2022-G31 ,703,0.3,0.4
4/2/2022,2022-G31 ,L01,0.5,0.0
4/2/2022,2022-G31 ,T08,0.5,0.3
4/2/2022,2022-G31 ,703,0.1,0.5
4/2/2022,2022-G31 ,L01,0.2,0.3
4/2/2022,2022-G31 ,F52,0.0,0.2
4/2/2022,2022-G31 ,703,0.1,0.1
4/2/2022,2022-G31 ,033,0.1,0.2
4/2/2022,2022-G31 ,F52,0.0,0.2
4/2/2022,2022-G31 ,654,0.0,0.2
4/2/2022,2022-G31 ,033,0.2,0.1
4/2/2022,2022-G31 ,J95,0.1,0.2
4/2/2022,2022-G31 ,V27,1.5,2.0
4/2/2022,2022-G31 ,033,0.0,0.4
4/2/2022,2022-G31 ,J95,0.2,0.2
4/2/2022,2022-G31 ,V27,0.2,1.3
4/2/2022,2022-G31 ,L01,0.5,0.2
4/2/2022,2022-G31 ,J95,0.2,0.0
4/2/2022,2022-G31 ,E23,0.7,0.1
4/2/2022,2022-G31 ,033,0.1,0.0
4/2/2022,2022-G31 ,J95,0.2,0.2
4/2/2022,2022-G31 ,E23,0.3,0.1
4/2/2022,2022-G31 ,033,0.0,0.1
4/2/2022,2022-G31 ,J95,0.2,0.2
4/2/2022,2022-G31 ,E23,0.1,0.0
4/2/2022,2022-G31 ,L01,0.3,0.3
4/2/2022,2022-G31 ,807,0.0,0.1
4/2/2022,2022-G31 ,K83,0.7,0.0
4/2/2022,2022-G31 ,L01,0.0,0.2
4/2/2022,2022-G31 ,807,0.0,0.2
4/2/2022,2022-G31 ,K83,0.2,0.2
4/2/2022,2022-G31 ,Z43,0.1,0.1
4/2/2022,2022-G31 ,807,0.1,0.3
4/2/2022,2022-G31 ,958,0.1,0.1
4/2/2022,2022-G31 ,B49,0.5,0.5
4/2/2022,2022-G31 ,H21,0.1,0.2
4/2/2022,2022-G31 ,958,0.2,0.0
4/2/2022,2022-G31 ,Z80,0.4,0.3
4/2/2022,2022-G31 ,H21,0.1,0.0
4/2/2022,2022-G31 ,J69,0.0,0.1
4/2/2022,2022-G31 ,B49,0.1,0.2
4/2/2022,2022-G31 ,H21,0.2,0.2
4/2/2022,2022-G31 ,958,0.1,0.0
4/2/2022,2022-G31 ,Z43,0.1,0.4
4/2/2022,2022-G31 ,H21,0.0,0.0
4/2/2022,2022-G31 ,J69,0.6,0.5
4/2/2022,2022-G31 ,Z80,0.9,0.3
4/2/2022,2022-G31 ,V27,0.5,0.7
4/2/2022,2022-G31 ,J69,0.2,0.1
4/2/2022,2022-G31 ,Z80,0.0,0.1
4/2/2022,2022-G31 ,654,0.0,0.2
4/2/2022,2022-G31 ,I93,0.2,0.2
4/2/2022,2022-G31 ,V27,0.1,3.9
4/2/2022,2022-G31 ,I93,0.1,0.1
4/4/2022,2022-G60 ,F52,0.1,0.2
4/4/2022,2022-G60 ,958,1.4,0.5
4/4/2022,2022-G60 ,654,0.0,0.1
4/4/2022,2022-G60 ,F52,0.3,0.3
4/4/2022,2022-G60 ,033,0.0,0.8
4/4/2022,2022-G60 ,I52,0.8,0.3
4/4/2022,2022-G60 ,F52,0.1,0.1
4/4/2022,2022-G60 ,033,0.1,0.2
4/4/2022,2022-G60 ,I52,0.6,0.7
4/4/2022,2022-G60 ,F52,0.1,0.0
4/4/2022,2022-G60 ,033,0.2,0.1
4/4/2022,2022-G60 ,I52,0.9,0.6
4/4/2022,2022-G60 ,F52,0.0,0.1
4/4/2022,2022-G60 ,958,1.3,0.1
4/4/2022,2022-G60 ,I52,0.5,0.1
4/4/2022,2022-G60 ,F52,0.2,0.0
4/4/2022,2022-G60 ,807,0.4,0.3
4/4/2022,2022-G60 ,654,0.2,0.2
4/4/2022,2022-G60 ,I93,0.0,0.5
4/4/2022,2022-G60 ,807,0.3,0.1
4/4/2022,2022-G60 ,F52,0.2,2.3
4/4/2022,2022-G60 ,I93,0.6,0.2
4/4/2022,2022-G60 ,807,0.1,0.0
4/4/2022,2022-G60 ,F52,0.3,0.0
4/4/2022,2022-G60 ,I93,0.2,0.4
4/4/2022,2022-G60 ,654,0.1,0.2
4/4/2022,2022-G60 ,F52,0.0,0.1
4/4/2022,2022-G65 ,G96,0.3,0.5
4/4/2022,2022-G65 ,033,0.2,0.5
4/4/2022,2022-G65 ,I52,0.3,0.2
4/4/2022,2022-G65 ,G96,0.9,0.5
4/4/2022,2022-G65 ,958,0.7,0.2
4/4/2022,2022-G65 ,I52,0.2,0.6
4/4/2022,2022-G65 ,G96,0.4,0.4
4/4/2022,2022-G65 ,958,0.8,0.7
4/4/2022,2022-G65 ,I52,0.1,0.1
4/4/2022,2022-G65 ,I52,0.3,0.2
4/4/2022,2022-G65 ,958,0.7,0.8
4/4/2022,2022-G65 ,I52,0.2,0.0
4/4/2022,2022-G65 ,I52,0.1,0.1
4/4/2022,2022-G65 ,I93,0.5,0.2
4/4/2022,2022-G65 ,654,0.6,0.0
4/4/2022,2022-G65 ,I52,0.0,0.2
4/4/2022,2022-G65 ,I93,0.6,0.7
4/4/2022,2022-G65 ,654,0.3,0.1
4/4/2022,2022-G65 ,I52,0.4,0.0
4/4/2022,2022-G65 ,I93,0.9,0.8
4/4/2022,2022-G65 ,654,0.6,0.4
4/4/2022,2022-G65 ,033,0.4,0.5
4/4/2022,2022-G65 ,807,0.2,1.2
4/4/2022,2022-G65 ,654,0.5,0.1
4/4/2022,2022-G65 ,033,0.4,0.5
4/4/2022,2022-G65 ,807,0.0,0.1
4/4/2022,2022-G65 ,033,0.0,0.3
4/4/2022,2022-G65 ,807,0.3,0.2
4/5/2022,2022-G69 ,G96,0.1,0.4
4/5/2022,2022-G69 ,L01,0.1,0.1
4/5/2022,2022-G69 ,H21,0.0,0.1
4/5/2022,2022-G69 ,G96,0.6,0.6
4/5/2022,2022-G69 ,958,0.6,0.0
4/5/2022,2022-G69 ,H21,0.2,0.2
4/5/2022,2022-G69 ,G96,0.1,0.3
4/5/2022,2022-G69 ,I93,0.2,0.2
4/5/2022,2022-G69 ,H21,0.1,0.2
4/5/2022,2022-G69 ,I52,0.1,0.2
4/5/2022,2022-G69 ,L06,0.4,0.2
4/5/2022,2022-G69 ,I52,0.0,0.2
4/5/2022,2022-G69 ,I52,0.0,0.1
4/5/2022,2022-G69 ,L06,0.5,0.5
4/5/2022,2022-G69 ,I52,0.5,0.6
4/5/2022,2022-G69 ,I52,0.0,0.0
4/5/2022,2022-G69 ,I93,0.2,0.5
4/5/2022,2022-G69 ,I52,0.1,0.3
4/5/2022,2022-G69 ,I52,0.2,0.5
4/5/2022,2022-G69 ,L06,0.3,0.1
4/5/2022,2022-G69 ,I52,0.5,0.2
4/5/2022,2022-G69 ,L01,0.1,0.2
4/5/2022,2022-G69 ,I93,0.4,0.6
4/5/2022,2022-G69 ,654,0.1,0.0
4/5/2022,2022-G69 ,L01,0.4,0.2
4/5/2022,2022-G69 ,204,0.5,0.6
4/5/2022,2022-G69 ,654,0.1,0.1
4/5/2022,2022-G69 ,L01,0.5,0.3
4/5/2022,2022-G69 ,204,0.2,0.3
4/5/2022,2022-G69 ,H36,0.2,1.0
4/5/2022,2022-G69 ,958,0.0,0.1
4/5/2022,2022-G69 ,204,0.3,0.3
4/5/2022,2022-G69 ,H36,0.4,2.7
4/5/2022,2022-G69 ,L01,0.4,0.3
4/5/2022,2022-G69 ,807,0.3,0.2
4/5/2022,2022-G69 ,H36,0.2,1.4
4/5/2022,2022-G69 ,L01,0.4,0.2
4/5/2022,2022-G69 ,807,0.2,0.1
4/5/2022,2022-G69 ,654,0.4,0.1
4/5/2022,2022-G69 ,958,0.8,1.0
4/5/2022,2022-G69 ,807,0.0,0.3
4/5/2022,2022-G77 ,G96,0.1,0.0
4/5/2022,2022-G77 ,L01,0.4,0.5
4/5/2022,2022-G77 ,H21,0.1,0.3
4/5/2022,2022-G77 ,G96,0.0,0.1
4/5/2022,2022-G77 ,958,0.2,0.3
4/5/2022,2022-G77 ,H21,0.1,0.1
4/5/2022,2022-G77 ,G96,0.1,0.2
4/5/2022,2022-G77 ,I93,0.9,0.4
4/5/2022,2022-G77 ,H36,0.0,0.0
4/5/2022,2022-G77 ,G96,0.3,0.1
4/5/2022,2022-G77 ,958,0.7,0.5
4/5/2022,2022-G77 ,H36,0.9,0.5
4/5/2022,2022-G77 ,I52,0.1,0.0
4/5/2022,2022-G77 ,I93,0.2,0.3
4/5/2022,2022-G77 ,H36,0.4,0.3
4/5/2022,2022-G77 ,I52,0.2,0.3
4/5/2022,2022-G77 ,I93,1.0,0.3
4/5/2022,2022-G77 ,H36,0.5,0.2
4/5/2022,2022-G77 ,I52,0.3,0.1
4/5/2022,2022-G77 ,958,0.1,0.5
4/5/2022,2022-G77 ,654,0.1,0.4
4/5/2022,2022-G77 ,I52,0.3,0.2
4/5/2022,2022-G77 ,L06,0.5,0.1
4/5/2022,2022-G77 ,654,0.2,0.1
4/5/2022,2022-G77 ,L01,0.0,0.1
4/5/2022,2022-G77 ,L06,0.6,0.3
4/5/2022,2022-G77 ,654,0.1,0.1
4/5/2022,2022-G77 ,L01,0.5,0.2
4/5/2022,2022-G77 ,807,0.1,0.1
4/5/2022,2022-G77 ,104,0.1,0.4
4/5/2022,2022-G77 ,L01,0.2,0.4
4/5/2022,2022-G77 ,807,0.2,0.3
4/5/2022,2022-G77 ,104,0.1,0.4
4/5/2022,2022-G77 ,L01,0.4,0.5
4/5/2022,2022-G77 ,807,0.4,0.3
4/5/2022,2022-G77 ,104,0.0,0.4
4/9/2022,2022-G131,G96,0.2,0.0
4/9/2022,2022-G131,J57,0.3,0.1
4/9/2022,2022-G131,I52,0.1,0.1
4/9/2022,2022-G131,G96,0.0,0.0
4/9/2022,2022-G131,J57,0.0,0.3
4/9/2022,2022-G131,I52,0.1,0.1
4/9/2022,2022-G131,G96,0.0,0.2
4/9/2022,2022-G131,Z99,0.1,0.2
4/9/2022,2022-G131,I52,0.0,0.7
4/9/2022,2022-G131,G96,0.1,0.1
4/9/2022,2022-G131,Z66,1.1,0.8
4/9/2022,2022-G131,I52,0.6,0.2
4/9/2022,2022-G131,H21,0.1,0.2
4/9/2022,2022-G131,Z99,0.1,0.3
4/9/2022,2022-G131,734,0.8,0.1
4/9/2022,2022-G131,H21,0.0,0.2
4/9/2022,2022-G131,Z99,0.1,0.3
4/9/2022,2022-G131,734,0.2,0.2
4/9/2022,2022-G131,H21,0.0,0.1
4/9/2022,2022-G131,Z99,0.1,0.0
4/9/2022,2022-G131,H36,0.2,0.0
4/9/2022,2022-G131,703,1.0,0.4
4/9/2022,2022-G131,Z66,1.9,1.8
4/9/2022,2022-G131,H36,0.1,0.4
4/9/2022,2022-G131,703,0.8,0.4
4/9/2022,2022-G131,I52,0.0,0.0
4/9/2022,2022-G131,734,0.5,0.7
4/9/2022,2022-G131,703,0.4,0.0
4/9/2022,2022-G131,I52,0.1,0.0
4/9/2022,2022-G131,H36,0.1,0.2
4/9/2022,2022-G131,I52,0.1,0.2
4/9/2022,2022-G131,I52,0.1,0.1
4/9/2022,2022-G131,734,0.1,0.1
4/9/2022,2022-G131,I52,0.0,0.2
4/9/2022,2022-G131,I52,0.1,0.1
4/9/2022,2022-G131,734,0.0,0.4
4/9/2022,2022-G131,I52,0.2,0.3
4/9/2022,2022-G131,654,0.1,0.1
4/9/2022,2022-G131,654,0.1,0.1
4/9/2022,2022-G131,I52,0.2,0.1
4/9/2022,2022-G131,654,0.1,0.1
4/9/2022,2022-G131,654,0.0,0.0
4/9/2022,2022-G131,J95,0.3,0.4
4/9/2022,2022-G131,654,0.1,0.1
4/9/2022,2022-G131,654,0.1,0.1
4/9/2022,2022-G131,J95,0.1,0.1
4/9/2022,2022-G131,568,0.0,0.1
4/9/2022,2022-G131,H01,0.0,0.0
4/9/2022,2022-G131,J95,0.0,0.2
4/9/2022,2022-G131,568,0.0,0.1
4/9/2022,2022-G131,H01,0.1,0.0
4/9/2022,2022-G131,J95,0.2,0.1
4/9/2022,2022-G131,568,0.0,0.0
4/9/2022,2022-G131,H01,0.1,0.0
4/9/2022,2022-G131,L01,0.3,0.0
4/9/2022,2022-G131,958,0.3,2.1
4/9/2022,2022-G131,H01,0.1,0.1
4/9/2022,2022-G131,L01,0.2,0.5
4/9/2022,2022-G131,958,0.7,0.8
4/9/2022,2022-G131,L01,0.1,0.1
4/9/2022,2022-G131,958,0.7,1.2
4/9/2022,2022-G136,G96,0.2,0.1
4/9/2022,2022-G136,568,0.0,0.0
4/9/2022,2022-G136,I52,0.3,0.0
4/9/2022,2022-G136,G96,0.0,0.2
4/9/2022,2022-G136,568,0.1,0.0
4/9/2022,2022-G136,I52,0.3,0.4
4/9/2022,2022-G136,G96,0.1,0.1
4/9/2022,2022-G136,568,0.1,0.0
4/9/2022,2022-G136,858,0.4,0.1
4/9/2022,2022-G136,G96,0.3,0.3
4/9/2022,2022-G136,858,0.3,0.1
4/9/2022,2022-G136,654,0.2,0.0
4/9/2022,2022-G136,I52,0.1,0.3
4/9/2022,2022-G136,858,0.3,0.1
4/9/2022,2022-G136,654,0.0,0.0
4/9/2022,2022-G136,I52,0.2,0.1
4/9/2022,2022-G136,I52,0.4,0.0
4/9/2022,2022-G136,654,0.1,0.0
4/9/2022,2022-G136,I52,0.4,0.1
4/9/2022,2022-G136,I52,0.6,0.2
4/10/2022,2022-G160,F52,0.0,0.1
4/10/2022,2022-G160,I93,0.6,0.6
4/10/2022,2022-G160,654,0.1,0.2
4/10/2022,2022-G160,F52,0.5,0.4
4/10/2022,2022-G160,958,1.1,0.5
4/10/2022,2022-G160,654,0.0,0.1
4/10/2022,2022-G160,F52,0.0,0.0
4/10/2022,2022-G160,958,0.2,0.1
4/10/2022,2022-G160,654,0.1,0.1
4/10/2022,2022-G160,474,0.2,0.7
4/10/2022,2022-G160,958,0.1,0.5
4/10/2022,2022-G160,568,0.0,0.1
4/10/2022,2022-G160,474,0.2,0.2
4/10/2022,2022-G160,807,0.1,0.0
4/10/2022,2022-G160,568,0.0,0.0
4/10/2022,2022-G160,474,0.3,0.0
4/10/2022,2022-G160,807,0.3,0.1
4/10/2022,2022-G160,568,0.2,0.1
4/10/2022,2022-G160,474,0.2,0.1
4/10/2022,2022-G160,807,0.2,0.3
4/10/2022,2022-G160,474,0.3,0.2
4/10/2022,2022-G160,474,0.1,0.4
4/10/2022,2022-G160,I52,0.1,0.2
4/10/2022,2022-G160,474,0.2,0.0
4/10/2022,2022-G160,I93,0.2,1.1
4/10/2022,2022-G160,I52,0.0,0.3
4/10/2022,2022-G160,474,0.2,0.1
4/10/2022,2022-G160,I93,0.0,0.1
4/10/2022,2022-G160,I52,0.6,0.3
4/10/2022,2022-G160,474,0.2,0.1
4/11/2022,2022-G162,F52,0.1,0.1
4/11/2022,2022-G162,I52,0.2,0.6
4/11/2022,2022-G162,474,0.2,0.3
4/11/2022,2022-G162,F52,0.1,0.1
4/11/2022,2022-G162,I52,1.1,0.4
4/11/2022,2022-G162,474,0.1,0.1
4/11/2022,2022-G162,F52,0.0,0.0
4/11/2022,2022-G162,I52,0.1,0.0
4/11/2022,2022-G162,474,0.1,0.1
4/11/2022,2022-G162,474,0.2,0.3
4/11/2022,2022-G162,I52,0.2,0.9
4/11/2022,2022-G162,474,0.1,0.1
4/11/2022,2022-G162,474,0.2,0.1
4/11/2022,2022-G162,654,0.0,0.1
4/11/2022,2022-G162,I52,0.1,0.8
4/11/2022,2022-G162,474,0.3,0.2
4/11/2022,2022-G162,654,0.1,0.2
4/11/2022,2022-G162,I52,0.4,0.8
4/11/2022,2022-G162,I93,0.9,0.3
4/11/2022,2022-G162,654,0.0,0.0
4/11/2022,2022-G162,I52,0.6,0.0
4/11/2022,2022-G162,I93,0.1,0.1
4/11/2022,2022-G162,654,0.1,0.1
4/11/2022,2022-G162,I52,0.4,0.1
4/24/2022,2022-H45 ,G96,0.2,1.0
4/24/2022,2022-H45 ,I52,0.1,0.3
4/24/2022,2022-H45 ,I52,4.8,0.7
4/24/2022,2022-H45 ,G96,0.5,0.2
4/24/2022,2022-H45 ,I52,0.1,0.3
4/24/2022,2022-H45 ,654,0.2,0.2
4/24/2022,2022-H45 ,G96,0.4,0.1
4/24/2022,2022-H45 ,W34,0.2,0.2
4/24/2022,2022-H45 ,654,0.1,0.1
4/24/2022,2022-H45 ,G96,0.5,0.0
4/24/2022,2022-H45 ,W34,0.1,0.2
4/24/2022,2022-H45 ,654,0.1,0.0
4/24/2022,2022-H45 ,G96,0.5,0.1
4/24/2022,2022-H45 ,W34,0.4,0.2
4/24/2022,2022-H45 ,I93,0.2,0.1
4/24/2022,2022-H45 ,G96,0.6,0.2
4/24/2022,2022-H45 ,H21,0.2,0.2
4/24/2022,2022-H45 ,I93,0.4,0.4
4/24/2022,2022-H45 ,H21,0.5,0.7
4/24/2022,2022-H45 ,H21,0.0,0.1
4/24/2022,2022-H45 ,I93,0.8,0.0
4/24/2022,2022-H45 ,H21,0.2,0.7
4/24/2022,2022-H45 ,H21,0.5,0.1
4/24/2022,2022-H45 ,J95,0.3,0.2
4/24/2022,2022-H45 ,H21,0.2,0.2
4/24/2022,2022-H45 ,I52,0.4,0.5
4/24/2022,2022-H45 ,J95,0.5,0.1
4/24/2022,2022-H45 ,I52,0.5,0.4
4/24/2022,2022-H45 ,I52,0.3,0.0
4/24/2022,2022-H45 ,J95,0.3,0.4
4/24/2022,2022-H45 ,I52,1.0,0.1
4/24/2022,2022-H45 ,I52,0.0,0.1
4/24/2022,2022-H47 ,G96,0.1,0.4
4/24/2022,2022-H47 ,I52,0.0,0.1
4/24/2022,2022-H47 ,654,0.0,0.0
4/24/2022,2022-H47 ,G96,0.0,0.1
4/24/2022,2022-H47 ,I52,0.2,0.5
4/24/2022,2022-H47 ,658,1.7,1.5
4/24/2022,2022-H47 ,G96,0.0,0.1
4/24/2022,2022-H47 ,I52,0.3,0.7
4/24/2022,2022-H47 ,658,1.3,0.9
4/24/2022,2022-H47 ,G96,0.1,0.2
4/24/2022,2022-H47 ,H21,0.0,0.1
4/24/2022,2022-H47 ,658,0.7,0.6
4/24/2022,2022-H47 ,I52,0.1,1.6
4/24/2022,2022-H47 ,H21,0.2,0.1
4/24/2022,2022-H47 ,654,0.1,0.1
4/24/2022,2022-H47 ,I52,1.2,0.5
4/24/2022,2022-H47 ,H21,0.4,0.0
4/24/2022,2022-H47 ,I93,0.2,0.2
4/24/2022,2022-H47 ,I52,0.1,0.1
4/24/2022,2022-H47 ,654,0.1,0.2
4/24/2022,2022-H47 ,I93,0.5,0.1
4/24/2022,2022-H47 ,I52,0.1,0.0
4/24/2022,2022-H47 ,658,2.9,2.5
4/24/2022,2022-H47 ,I93,0.0,0.8
4/24/2022,2022-H47 ,I52,0.1,0.3
4/24/2022,2022-H47 ,658,2.3,1.9
4/25/2022,2022-H52 ,G96,0.8,0.4
4/25/2022,2022-H52 ,J95,0.6,0.3
4/25/2022,2022-H52 ,L01,0.1,0.4
4/25/2022,2022-H52 ,G96,0.3,0.5
4/25/2022,2022-H52 ,958,0.1,0.1
4/25/2022,2022-H52 ,807,0.6,0.0
4/25/2022,2022-H52 ,G96,1.1,0.3
4/25/2022,2022-H52 ,J95,0.3,0.4
4/25/2022,2022-H52 ,807,0.1,0.0
4/25/2022,2022-H52 ,G96,2.3,0.4
4/25/2022,2022-H52 ,J95,0.7,0.0
4/25/2022,2022-H52 ,807,0.2,0.2
4/25/2022,2022-H52 ,807,0.2,0.3
4/25/2022,2022-H52 ,I93,0.1,0.8
4/25/2022,2022-H52 ,W34,1.3,1.3
4/25/2022,2022-H52 ,807,0.0,0.1
4/25/2022,2022-H52 ,958,1.0,1.1
4/25/2022,2022-H52 ,W34,1.1,0.2
4/25/2022,2022-H52 ,807,0.1,0.1
4/25/2022,2022-H52 ,I93,0.5,0.5
4/25/2022,2022-H52 ,W34,0.5,0.2
4/25/2022,2022-H52 ,I52,0.4,0.0
4/25/2022,2022-H52 ,I93,0.0,0.1
4/25/2022,2022-H52 ,654,0.0,0.0
4/25/2022,2022-H52 ,I52,0.5,0.0
4/25/2022,2022-H52 ,958,0.8,0.1
4/25/2022,2022-H52 ,654,0.1,0.1
4/25/2022,2022-H52 ,I52,0.0,0.2
4/25/2022,2022-H52 ,L01,0.7,0.2
4/25/2022,2022-H52 ,654,0.3,0.0
4/25/2022,2022-H52 ,I52,0.1,0.2
4/25/2022,2022-H52 ,L01,0.1,0.1
4/25/2022,2022-H52 ,J95,0.5,0.6
4/25/2022,2022-H52 ,L01,0.5,0.3
4/25/2022,2022-H57 ,F52,0.1,0.1
4/25/2022,2022-H57 ,F52,0.0,0.0
4/25/2022,2022-H57 ,654,0.0,0.2
4/25/2022,2022-H57 ,F52,0.2,0.1
4/25/2022,2022-H57 ,F52,0.1,0.3
4/25/2022,2022-H57 ,291,0.3,0.2
4/25/2022,2022-H57 ,F52,0.0,0.0
4/25/2022,2022-H57 ,F52,0.2,0.1
4/25/2022,2022-H57 ,291,0.0,0.2
4/25/2022,2022-H57 ,F52,0.1,0.2
4/25/2022,2022-H57 ,291,0.0,0.0
4/25/2022,2022-H57 ,291,0.1,0.5
4/25/2022,2022-H57 ,F52,0.1,0.2
4/25/2022,2022-H57 ,291,0.1,0.2
4/25/2022,2022-H57 ,654,0.1,0.2
4/25/2022,2022-H57 ,F52,0.2,0.1
4/25/2022,2022-H57 ,654,0.1,0.2
4/25/2022,2022-H58 ,G96,0.6,1.0
4/25/2022,2022-H58 ,L01,0.1,0.7
4/25/2022,2022-H58 ,J95,0.1,0.1
4/25/2022,2022-H58 ,G96,0.3,1.1
4/25/2022,2022-H58 ,L01,0.2,0.4
4/25/2022,2022-H58 ,J95,0.2,0.2
4/25/2022,2022-H58 ,G96,0.4,0.2
4/25/2022,2022-H58 ,L01,0.4,0.0
4/25/2022,2022-H58 ,Y00,0.4,0.0
4/25/2022,2022-H58 ,G96,0.3,0.2
4/25/2022,2022-H58 ,I93,0.1,0.1
4/25/2022,2022-H58 ,Y00,0.3,0.0
4/25/2022,2022-H58 ,I52,0.1,0.2
4/25/2022,2022-H58 ,I93,0.3,0.3
4/25/2022,2022-H58 ,Y00,0.2,0.3
4/25/2022,2022-H58 ,I52,0.2,0.1
4/25/2022,2022-H58 ,I93,0.2,0.2
4/25/2022,2022-H58 ,654,0.1,0.1
4/25/2022,2022-H58 ,I52,0.5,0.7
4/25/2022,2022-H58 ,958,0.8,0.6
4/25/2022,2022-H58 ,I52,0.2,0.1
4/25/2022,2022-H58 ,I52,0.1,0.3
4/25/2022,2022-H58 ,958,0.1,0.2
4/25/2022,2022-H58 ,I52,0.2,0.0
4/25/2022,2022-H58 ,L01,0.7,0.1
4/25/2022,2022-H58 ,958,0.7,1.2
4/25/2022,2022-H58 ,I52,0.0,0.1
4/25/2022,2022-H58 ,L01,0.3,0.1
4/25/2022,2022-H58 ,J95,0.2,0.3
4/25/2022,2022-H58 ,654,0.1,0.0
4/25/2022,2022-H58 ,L01,0.3,0.3
4/25/2022,2022-H58 ,J95,0.2,0.6
4/25/2022,2022-H58 ,654,0.1,0.1
4/29/2022,2022-H115,G96,0.3,0.0
4/29/2022,2022-H115,033,0.2,0.2
4/29/2022,2022-H115,598,0.1,0.1
4/29/2022,2022-H115,G96,0.1,0.0
4/29/2022,2022-H115,033,0.3,0.1
4/29/2022,2022-H115,I52,0.2,0.2
4/29/2022,2022-H115,G96,0.4,0.1
4/29/2022,2022-H115,033,0.3,0.2
4/29/2022,2022-H115,I52,1.2,0.0
4/29/2022,2022-H115,G96,0.5,0.0
4/29/2022,2022-H115,033,0.2,0.3
4/29/2022,2022-H115,I52,0.4,0.3
4/29/2022,2022-H115,I52,0.1,0.2
4/29/2022,2022-H115,598,0.1,0.1
4/29/2022,2022-H115,654,0.0,0.1
4/29/2022,2022-H115,I52,0.1,0.2
4/29/2022,2022-H115,598,0.3,0.2
4/29/2022,2022-H115,654,0.3,0.1
4/29/2022,2022-H115,I52,0.0,0.4
4/29/2022,2022-H115,598,0.3,0.1
4/29/2022,2022-H115,654,0.1,0.1
4/29/2022,2022-H115,I52,0.1,0.1
4/29/2022,2022-H115,598,0.3,0.4
4/30/2022,2022-H126,G96,0.2,0.1
